title,price,size,unit,streetAddress,addressLocality,addressRegion,time_update,post_id,direction,listing_type,road_width,property_type,legal_documents,width,length,num_floors,num_bedrooms,has_dining_room,has_kitchen,has_rooftop,has_parking,is_owner
"Bán Gấp Nhà CẦU GIẤY/Trung Kính. 90m. Mặt Tiền 5,2m. Vỉa hè 5m, 2 thoáng. Kd đỉnh.","4,8 tỷ",90,m²,Phố Trung Kính,Phường Yên Hòa,Hà Nội,2025-10-14,17442823,,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2mm",0m,5,6,yes,yes,yes,yes,
"Nhà riêng 4 tầng với 4PN + 3WC, diện tích 45m2, tọa lạc tại Ngô Thì Nhậm, Hà Cầu, Hà Đông,",8 tỷ,45,m²,Đường Ngô Thì Nhậm,Phường Hà Đông,Hà Nội,2025-10-13,16364513,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,,4,4,,,,,
"Lô đất 150m2 mặt tiền đường Trần Phú ngay bệnh viện Bà Rịa giá 1 tỷ 5, SHR","1,5 tỷ",150,m²,Đường Trần Phú,Phường Tam Long,Hồ Chí Minh,2025-10-13,17483220,Đông Nam,Cần bán,30m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,30m,,,,,,,
BÁN 265M ĐẤT ĐẸP TRUNG TÂM HÒA KHƯƠNG – NGAY NGÃ TƯ QL14B & ĐÔNG PHÚ 2,"1,6 tỷ",265,m²,,Xã Hòa Tiến,Đà Nẵng,2025-10-14,17453200,,Cần bán,"5,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,27m,,,,,,,
"Khu Phân Lô Trường Chinh, Phường Tân Sơn, Gần 100m, nở hậu 6m, xây 6 tầng, hẻm 6m, 7 x tỷ","7,499 tỷ",100,m²,Đường Trường Chinh,Phường Tân Sơn,Hồ Chí Minh,2025-10-13,17480529,,Cần bán,6m,Nhà trong hẻm,,5m,20m,2,2,yes,yes,,yes,
"CẦU RỒNG PHUN LỬA, 2PN 100M2 TRỰC DIỆN SÔNG HÀN + PHÁO HOA LỄ HỘI. SIÊU PHẨM CÓ 1 KHÔNG 2.","6,5 tỷ",80,m²,Đường Trần Hưng Đạo,Phường An Hải,Đà Nẵng,2025-10-13,16990667,Đông Nam,Cần bán,33m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,2,2,,,,,
CĂN HỘ MIA CENTROL POINT SỞ HỮU CHỈ VỚI 1 TỶxx- CÁCH BIỂN CHỈ 200M - GIÁ THUÊ TỪ 10-15TR,"2,55 tỷ",71,m²,Đường Ngô Thì Nhậm,Phường Liên Chiểu,Đà Nẵng,2025-10-13,16880808,Đông Nam,Cần bán,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,25,2,,,,,
SUN GROUP MỞ BÁN CĂN HỘ SỞ HỮU LÂU DÀI - GIÁ CHỈ TỪ 1ty8 - TRỤC ĐƯỜNG 29/3 GIAO NPL,"1,8 tỷ",35,m²,Đường 29/3,Phường Hòa Xuân,Đà Nẵng,2025-10-13,17460858,Đông Nam,Cần bán,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,25,1,,,,,
"Bán gấp lô đất 200m2 mặt tiền đường Huỳnh Thúc Kháng ngay biển Mũi Né giá 1 tỷ 5, SHR","1,5 tỷ",200,m²,Đường Huỳnh Thúc Kháng,Phường Mũi Né,Lâm Đồng,2025-10-13,17483092,Đông Nam,Cần bán,30m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,20m,,,,,,,
Căn góc ĐẸP 2MTKD ô bàn cờ Trung Mỹ Tây ngay sau Galaxy Cinema Trung Chánh,"6,2 tỷ",136,m²,Đường Nguyễn Ảnh Thủ,Phường Trung Mỹ Tây,Hồ Chí Minh,2025-10-13,17439147,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,14m,1,3,,,,,
"Nhà 2 MT ngay Đinh Công Tráng,Quận 1,DT4mx20m,K/C 5 tầng, HĐT 100tr/th. Giá chỉ 16,8 tỷ TL","16,8 tỷ",80,m²,Đường Đinh Công Tráng,Phường Tân Định,Hồ Chí Minh,2025-10-14,17242129,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,20m,5,12,,,,,
"Bán Nhà Khương Đình, Thanh Xuân 51M -4 Tầng- Ngõ Ô Tô Kinh Doanh Nhỉnh 11 Tỷ(TL)","11,5 tỷ",51,m²,Đường Khương Đình,Phường Khương Đình,Hà Nội,2025-10-14,17480191,,Cần bán,"3,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,,4,5,yes,yes,yes,yes,
"*Bán nhà 2 mặt tiền Hải Phòng, đối diện BV Đa Khoa ĐN, dt 150m2 (7.5x17), giá 23,5 Tỷ TL","23,5 tỷ",150,m²,Đường Hải Phòng,Phường Hải Châu,Đà Nẵng,2025-10-15,16334131,Bắc,Cần bán,"10,m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",17m,3,3,yes,yes,yes,yes,
"*Bán Nhà 2 Tầng đường Tú Mỡ (7m5), ngay Bến xe Trung Tâm, dt 102m2, giá 6,9 Tỷ TL","6,9 tỷ",102,m²,Đường Tú Mỡ,Phường An Khê,Đà Nẵng,2025-10-15,16351116,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,4m",2,3,yes,yes,yes,yes,
"*Bán nhà 2 tầng, mặt tiền Cao Xuân Dục, gần Công Viên 3/2, dt 58m2, giá 5,7 Tỷ","5,7 tỷ",56,m²,Đường Cao Xuân Dục,Phường Hải Châu,Đà Nẵng,2025-10-15,17448066,Đông,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"14,5m",2,3,yes,yes,yes,yes,
"Bán nhà mặt tiền Trần Nguyên Đán, P.Hòa Minh, Quận Liên Chiểu","18,5 tỷ",300,m²,Đường Trần Nguyên Đán,Phường Hòa Khánh,Đà Nẵng,2025-10-13,17417262,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,30m,3,8,,,,,
"🍀NHÀ 2 TẦNG NGUYỄN VĂN THOẠI, CÁCH BIỂN 150M - 85M2 - CHỈ 13.6 TỶ","13,6 tỷ",85,m²,Đường Nguyễn Văn Thoại,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-13,17343665,,Cần bán,5m,Nhà mặt tiền,,,0m,2,2,,,,,
"💯 Bán Đất và Nhà đường: ĐỖ XUÂN CÁT, Hải châu, Đà nẵng",10 tỷ,166,m²,Đường Đỗ Xuân Cát,Phường Hải Châu,Đà Nẵng,2025-10-13,16777872,,Cần bán,"7,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,9m,,3,3,yes,yes,yes,yes,
Bán đất 2 Mt 10m5 Trần Duy Chiến - Sát Vương Thừa Vũ Dt 116m2,"17,5 tỷ",116,m²,Đường Trần Duy Chiến,Phường Sơn Trà,Đà Nẵng,2025-10-13,17149231,Tây,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,23m,,,,,,,
Siêu Hiếm Nhà Mới 3 Tầng Mt An Trung Đông 6 - Sát Cầu Rồng,"7,5 tỷ",50,m²,Đường An Trung Đông 6,Phường An Hải,Đà Nẵng,2025-10-13,17415703,Bắc,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,7m",11m,3,3,,,,,
Bán đất Mt Hồ Nghinh Dt 245m2 - Đối Diện Công Viên Giá Chỉ 2xxty,"63,5 tỷ",245,m²,Đường Hồ Nghinh,Phường An Hải,Đà Nẵng,2025-10-13,16976313,Tây,Cần bán,15m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,25m,,,,,,,
"NHÀ ĐẸP LUNG LINH-THẠNH XUÂN 22-F.THẠNH XUÂN-Q12-GIÁ  QUÁ RẺ-5,950 T","5,95 tỷ",60,m²,Đường Thạnh Xuân 22,Phường Thới An,Hồ Chí Minh,2025-10-15,17400318,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,4,4,,yes,,,
◾️ B.án sỉ 7 nền dự án..Hỗ trơ 3 bên. 70%.  ◾️Dt:120m2( có 80m thổ cư). Sổ riêng từng nền.,"1,28 tỷ",120,m²,Đường Quốc lộ 51,Phường Tân Hải,Hồ Chí Minh,2025-10-13,15903125,,Cần bán,4m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,25m,,,,,,,
"Bán đất Bồ Đề Gia Thượng, phân lô ô tô tránh, giá rẻ, khu vực xây CCMN dòng tiền cực cao",17 tỷ,120,m²,Đường Gia Thượng,Phường Bồ Đề,Hà Nội,2025-10-13,17354291,Tây Bắc,Cần bán,8m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,5m",26m,,,,,,,
Bán nhanh lô trục chính kinh doanh sầm uất làn 2 công viên Lãm làng,"5,45 tỷ",90,m²,,Phường Nam Sơn,Bắc Ninh,2025-10-13,17482500,Tây Nam,Cần bán,13m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,"4,5m",,,,,,,,
✌🏻 MỞ BÁN 2 CĂN NHÀ ĐẸP – XÂY MỚI ĐỘC LẬP – CÓ SÂN CỔNG RIÊNG – TRUNG TÂM TRẦN PHÚ _ LƯƠN,"4,9 tỷ",50,m²,Đường Lương Khánh Thiện,Phường Ngô Quyền,Hải Phòng,2025-10-13,17482493,,Cần bán,"2,5m",Nhà mặt tiền,,5m,,4,3,yes,yes,yes,,
Cần bán gấp nhà và xưởng tại Làng nghề Dabaco Khúc Xuyên,"10,5 tỷ",358,m²,,Phường Kinh Bắc,Bắc Ninh,2025-10-13,17482475,Đông Bắc,Cần bán,15m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,,3,3,,,,,
"🔥🔥🔥 HẢI CHÂU - HOÀ CƯỜNG NAM : NHÀ KIỂU BIỆT THỰ, ĐẦY ĐỦ CÔNG NĂNG. 2 TẦNG KIÊN CỐ Ở NG","8,15 tỷ",109,m²,Đường Nguyễn Xuân Nhĩ,Phường Hòa Cường,Đà Nẵng,2025-10-13,17482471,,Cần bán,6m,Nhà trong hẻm,,"7,1m",15m,2,4,yes,yes,yes,yes,
"🏡 BÁN ĐẤT DỊCH VỤ – HÀNG BÈ, KIẾN HƯNG – HÀ ĐÔNG, HÀ NỘI","12,8 tỷ",50,m²,,Phường Kiến Hưng,Hà Nội,2025-10-15,17460546,Tây Nam,Cần bán,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,"12,5m",,,,,,,
"Bán nhà trọ, phòng trọ Ngọc Trục, phường Đại Mỗ, Hà Nội","12,3 tỷ",60,m²,Đường Ngọc Trục,Phường Đại Mỗ,Hà Nội,2025-10-15,17427914,,Cần bán,,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,,,,,yes,yes,,,
Mặt phố cổ Hàng Mã-Hoàn Kiếm -44m2/4 tầng-MT 3.4m-Giá 47 tỷ,47 tỷ,44,m²,Phố Hàng Mã,Phường Hoàn Kiếm,Hà Nội,2025-10-15,17476855,,Cần bán,9m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,4m",14m,4,4,,,,,
Mặt phố cổ Hàng Chuối -23 m2/4 tầng-Giá 19 tỷ,19 tỷ,23,m²,Phố Hàng Chuối,Phường Hai Bà Trưng,Hà Nội,2025-10-15,17477277,,Cần bán,19m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",6m,4,3,,,,,
🔥BÁN ĐẤT TĐC SỞ TƯ PHÁP – ĐẰNG HẢI 📐 Diện tích: 100m² (5 x 20m) 🧭 Hướng: Đông Nam,"7,25 tỷ",100,m²,Đường Đằng Hải,Phường Hải An,Hải Phòng,2025-10-13,17482430,,Cần bán,6m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
"Bán Đất Vườn  – DT: 1 Ha – Giá: 4 tỉ 7 - Bảo Bình, Cẩm Mỹ","4,7 tỷ",10.000,m²,Đường Xuân Định,Xã Cẩm Mỹ,Đồng Nai,2025-10-13,17482333,Tây Bắc,Cần bán,3m,Trang trại,Sổ hồng/ Sổ đỏ,71m,140m,,,,,,,
"ĐỀN LỪ 100M, 7 TẦNG NHÀ MỚI NGÕ THÔNG Ô TÔ KINH DOANH",29 tỷ,100,m²,Đường  Hồ Đền Lừ,Phường Tương Mai,Hà Nội,2025-10-14,17458999,,Cần bán,8m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",22m,7,4,,,,,
Chủ Cần Thanh Khoản Nhanh - Bán Gấp Giá 35 Tỷ,35 tỷ,298,m²,Đường Phó Đức Chính,Phường An Hải,Đà Nẵng,2025-10-14,17440470,,Cần bán,"7,5m","Đất thổ cư, đất ở",,13m,,,,,,,,
Bán đất vip đường Trần Quang Khải nối dài - phường Nha Trang - tỉnh Khánh Hoà,250 triệu / m²,257,m²,Đường Trần Quang Khải,Phường Nha Trang,Khánh Hòa,2025-10-12,17311476,,Cần bán,20m,"Đất thổ cư, đất ở",,10m,24m,,,,,,,
"Bán Gấp Nhà Đình Thôn Ô Tô Đỗ Cửa, Lô Góc. DT 38m x 5T, MT 4m giá chỉ 7.6 tỷ ( TL )","7,6 tỷ",38,m²,Đường Đình Thôn,Phường Từ Liêm,Hà Nội,2025-10-12,17481666,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,5,4,yes,yes,yes,yes,
Căn góc phố Tây - nhà 7 tầng mặt tiền đường Nguyễn Thiện Thuật khu phố du lịch sầm uất,"4,5 tỷ",96,m²,Đường Nguyễn Thiện Thuật,Phường Nha Trang,Khánh Hòa,2025-10-12,17481491,,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,7,18,,,,,
Nhà riêng Đại Mỗ Ô TÔ qua nhà có thể kinh doanh,"6,95 tỷ",30,m²,Đường Ngọc Trục,Phường Đại Mỗ,Hà Nội,2025-10-14,17474296,,Cần bán,3m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,6m",10m,5,3,,,,,
BÁN GẤP - NHÀ 2 TẦNG MTKD NÚI THÀNH - DT 115 M2 - NỞ HẬU ĐẸP - GIÁ CHỈ HƠN 11 TỶ,"11,5 tỷ",115,m²,Đường Núi Thành,Phường Hòa Cường,Đà Nẵng,2025-10-15,17404662,,Cần bán,10m,Nhà mặt tiền,,"5,1m",21m,2,2,yes,yes,yes,yes,
Nguyễn sơn 45 m nhà 4 tầng dân xây. Ngõ ô tô ra vào nhà thông tứ phía nhỉnh 11 tỷ,"11,2 tỷ",47,m²,Đường Nguyễn Sơn,Phường Bồ Đề,Hà Nội,2025-10-12,17480646,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,0m",,4,3,yes,yes,yes,yes,
BÁN LÔ ĐẤT 2 MẶT TIỀN SÁT KHU NGHỈ DƯỠNG FACOGO HOUSE  THÔN HƯƠNG LAM- HOÀ TIẾN- ĐÀ NẴNG,"1,55 tỷ",150,m²,Quốc Lộ 14B,Xã Hòa Tiến,Đà Nẵng,2025-10-12,17396355,,Cần bán,"4,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"6,2m",24m,,,,,,,
BÁN BIỆT THỰ THẢO ĐIỀN Q.2 GIÁ 46 TỶ,46 tỷ,150,m²,Đường Võ Trường Toản,Phường An Khánh,Hồ Chí Minh,2025-10-12,17480283,Đông Bắc,Cần bán,10m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,10m,15m,2,4,yes,yes,,yes,
ĐẤT 80m2 HỘ KHẨU HÀ NỘI GIÁ TẦM 1 TỈ,"1,26 tỷ",80,m²,,Xã Hương Sơn,Hà Nội,2025-10-12,15996051,,Cần bán,4m,"Đất nền, liền kề, đất dự án",,,,,,,,,,
{HOT} TÔN THẤT TÙNG - SÁT VỊNH -  GIÁ 2ty2xx,"2,29 tỷ",150,m²,,Xã Núi Thành,Đà Nẵng,2025-10-12,17459416,,Cần bán,105m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,6m,25m,,,,,,,
"Bán gấp nhà Nước Mặn 2, diện tích 100m2, 3 phòng ngủ, gần sông","7,9 tỷ",95,m²,Đường Nước Mặn 2,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-12,17444435,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,2,3,,,,,
NGÕ THÔNG Ô TÔ QUA Ô TÔ VÀO NHÀ - 6 TẦNG- THANG MÁY- NHÀ MỚI - KINH DOANH TỐT,"17,8 tỷ",77,m²,Đường  Lê Trọng Tấn,Phường Định Công,Hà Nội,2025-10-12,17465887,,Cần bán,7m,Nhà mặt tiền,,,,6,5,yes,yes,yes,yes,
Bán nhà khu phân lô ô tô đỗ cửa ngõ thông kính doanh,"13,5 tỷ",57,m²,Phố Kim Ngưu,Phường Vĩnh Tuy,Hà Nội,2025-10-12,17479196,Nam,Cần bán,5m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"14,5m",4,4,yes,yes,yes,yes,
🔥Cần bán lô đất biệt thự 373m2 đông nam khu đô thị Đồng Bồ nối thẳng ra Lê Hồng Phong,35 triệu / m²,373,m²,Đường Lê Hồng Phong,Phường Đông Hải,Hải Phòng,2025-10-12,11920951,Đông Nam,Cần bán,15m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,13m,,,,,,,,
🔥BÁN GẤP Siêu phẩm 60m2x 5 tầng thang máy phân lô 7b LÊ HỒNG PHONG,"9,5 tỷ",60,m²,Đường Lê Hồng Phong,Phường Gia Viên,Hải Phòng,2025-10-12,17474193,Đông Nam,Cần bán,13m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,4m,15m,5,4,yes,yes,yes,yes,
🔥Bán nhà mặt đường Phân lô Trung Tâm Q. Lê Chân_ Hướng đông nam siêu đẹp tuyến 2 quán nam,"11,95 tỷ",92,m²,Đường Quán Nam,Phường Lê Chân,Hải Phòng,2025-10-12,17308713,Đông Nam,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",,5,6,yes,yes,yes,yes,
B.Đất khu A bắc sông Cấm_ ngay chân cầu Nguyễn Trãi_ Lê Hồng Phong sang cực gần,"3,65 tỷ",60,m²,Đường Đỗ Mười,Phường Thủy Nguyên,Hải Phòng,2025-10-12,17388431,Nam,Cần bán,13m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,15m,,,,,,,
Bán đất xã Lộc Nam huyện Bảo Lâm ngang 40 X 70 công nhận 4000m2,"12,5 tỷ",4.000,m²,Đường Quốc lộ 55,Xã Bảo Lâm 3,Lâm Đồng,2025-10-12,17348984,,Cần bán,20m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,40m,70m,1,5,,,,,
"🌳 BÁN LÔ ĐẤT BIỆT THỰ SIÊU ĐẸP – EURO 2 HÒA XUÂN, ĐƯỜNG GIÁNG HƯƠNG , CẨM LỆ, ĐÀ NẴNG 🌳",24 tỷ,300,m²,Đường Giáng Hương 3,Phường Hòa Xuân,Đà Nẵng,2025-10-12,17441736,Tây Bắc,Cần bán,75m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,12m,15m,,,,,,,
DUY NHẤT ĐỨC GIANG  - 30M2 - 3 TẤNG - ĐỦ CÔNG NĂNG,"4,7 tỷ",30,m²,Đường Đức Giang,Phường Việt Hưng,Hà Nội,2025-10-12,17466875,,Cần bán,"2,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"7,5m",3,2,yes,yes,yes,,
🏡 80m² – 5 tầng – 6 ngủ – Thang máy – Lô góc – 3 ô tô tránh trước nhà! ✨,"14,5 tỷ",80,m²,Đường Ngô Gia Tự,Phường Việt Hưng,Hà Nội,2025-10-12,17433314,,Cần bán,7m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,20m,5,6,yes,yes,yes,yes,
💥💥💥BÁN NHÀ NGỌC THỤY - SIÊU PHẨM - 39/41M - 10.8 TỶ - GARA - THANG MÁY - FULL NỘI THẤT,"10,8 tỷ",39,m²,Đường Ngọc Thụy,Phường Bồ Đề,Hà Nội,2025-10-12,17223629,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"9,2m",5m,6,3,yes,yes,yes,yes,
🌿 NHÀ ĐẸP NGỌC THỤY - NGON BỔ RẺ NHẤT LONG BIÊN 🌿 💰 Chỉ nhỉnh 4 tỷ có ngay nhà 3 tầng,"4,25 tỷ",40,m²,Đường Bắc Cầu,Phường Bồ Đề,Hà Nội,2025-10-12,17472669,,Cần bán,2m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3,4,yes,yes,yes,,
"Mặt Tiền sân golf Tân Sơn Hồ Chí Minh,Sân Bay, Gần 100m,Tiện xây mới, 12.x tỷ","12,9 tỷ",100,m²,Đường Tân Sơn,Phường Tân Sơn,Hồ Chí Minh,2025-10-12,17478532,,Cần bán,20m,Nhà mặt tiền,,4m,25m,1,2,yes,yes,,yes,
"💥Bán nhà tại quận hồng bàng. Giá 2,25tỷ. Nhà 3 tầng ,dt 40m","2,25 tỷ",40,m²,Đường Cam Lộ,Phường Hồng Bàng,Hải Phòng,2025-10-15,15675387,Tây Nam,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3,3,,,,,
"Bán nhà mặt tiền đường Nguyễn Trác, P.Hòa Cường, Q.Hải Châu",30 tỷ,277,m²,Đường Nguyễn Trác,Phường Hòa Cường,Đà Nẵng,2025-10-11,17384191,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,28m,3,4,,,,,
BÁN CĂN NHÀ 3 TẦNG KIỆT 4M Ô TÔ ĐẬU NGÀY ĐÊM - KẸP THÊM KIỆT 2M5 BÊN NHÀ - HOÀ CƯỜNG BẮC,"4,95 tỷ",42,m²,Đường Tiểu La,Phường Hòa Cường,Đà Nẵng,2025-10-11,17467046,,Cần bán,4m,Nhà mặt tiền,,"3,75m","11,21m",3,3,,,,,
"Cần bán căn nhà mới gần Vin Củ Chi, 150m2 sàn , sổ hồng riêng","3,55 tỷ",150,m²,Đường số 89,Xã Củ Chi,Hồ Chí Minh,2025-10-11,17326383,Đông Nam,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,14m,2,3,yes,yes,yes,yes,
BÁN lô đất mặt tiền đường 10m5 _Nguyễn Duy Trinh ._ gần bãi tắm . kinh doanh đông đúc ..,"6,4 tỷ",104,m²,Đường Nguyễn Duy Trinh,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-11,17475124,Đông,Cần bán,11m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"5,30m",19m,,,,,,,
"CĂN GÓC 02 MT ĐẶNG DUNG - KHU BÊNH VIỆN THÀNH PHỐ - 10x16,5m","16,8 tỷ",165,m²,Đường Đặng Dung,Phường Buôn Ma Thuột,Đắk Lắk,2025-10-11,17284547,,Cần bán,14m,Nhà mặt tiền,,10m,"16,5m",,2,,,,,
"Bán Nhà Phố Lò Đúc, Quận Hai Bà Trưng, Phân Lô, Ô Tô Đỗ Cửa, Giá Tốt",10 tỷ,50,m²,Phố Lò Đúc,Phường Hai Bà Trưng,Hà Nội,2025-10-11,17474024,Đông,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"12,5m",5,3,yes,yes,yes,yes,
⭐️BÁN GẤP NHÀ MẶT PHỐ HÀNG CÓT 130M2 X 3 TẦNG GIÁ 75 TỈ CÓ THƯƠNG LƯỢNG.,75 tỷ,130,m²,Phố Hàng Cót,Phường Hoàn Kiếm,Hà Nội,2025-10-14,17427291,Tây Nam,Cần bán,50m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",25m,4,3,yes,yes,yes,yes,
"Đất 5x16m 80m2, SHR Full thổ cư 2.7 tỷ, Hẻm 7m xe hơi, 1874 Lê Văn Lương, Nhà Bè TpHcm","2,7 tỷ",80,m²,Đường Lê Văn Lương,Xã Hiệp Phước,Hồ Chí Minh,2025-10-11,17473934,,Cần bán,7m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,16m,,,,,,,
"Góc 2 mặt tiền Hầm 5 tầng Lê Thị Chợ, phường Phú Thuận, Quận 7 ( Tỉ suất: ~3.06%/năm )",98 tỷ,356,m²,Đường Lê Thị Chợ,Phường Phú Thuận,Hồ Chí Minh,2025-10-11,17473800,Nam,Cần bán,26m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,13m,30m,6,4,yes,yes,yes,yes,
Bán Nhà CCmin VIP 350m2/10 tầng/ Dòng tiền 8 %/ năm -Gara Ô tô -TM-Full đồ đẹp- tại Hà Nội,99 tỷ,350,m²,Đường Đình Yên Xá,Phường Hà Đông,Hà Nội,2025-10-11,9009234,,Cần bán,6m,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,,40m,10,162,yes,yes,yes,yes,
Cần bán đất mặt tiền đường lớn 4 x 24KDC Phú Lợi Quận 8,"4,6 tỷ",96,m²,Đường Phạm Thế Hiển,Phường Bình Đông,Hồ Chí Minh,2025-10-15,16133928,Tây Nam,Cần bán,10m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,4m,24m,,,,,,,
"Căn Góc 2 Mặt tiền Hẻm Xe hơi 8m Thành Thái Q10, 6x13m Vị trí sáng, có HĐ thuê, Giá 27 Tỷ",27 tỷ,75,m²,Đường Thành Thái,Phường Diên Hồng,Hồ Chí Minh,2025-10-11,17473537,,Cần bán,10m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,13m,4,6,yes,yes,yes,yes,
"Bán nhà Mặt tiền Ngang 14m x 8.5m Hoàng Dư Khương - Cao Thắng Q10, Có HĐ Thuê, chỉ 16.5 Tỷ","16,5 tỷ",100,m²,Đường Hoàng Dư Khương,Phường Hòa Hưng,Hồ Chí Minh,2025-10-11,17473492,,Cần bán,10m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,14m,"8,5m",1,2,yes,yes,yes,yes,
"Villa cao cấp hiếm Trung tâm mới đẹp ngay Nguyễn Văn Thủ -Quận 1 vào ở ngay, 140m2 - 52 Tỷ",52 tỷ,135,m²,Đường Nguyễn Văn Thủ,Phường Tân Định,Hồ Chí Minh,2025-10-14,17102486,,Cần bán,7m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,16m,3,5,yes,yes,yes,yes,
"Bán nhà đường Nguyễn Văn Mai Q3, 5.5x24.5m- 7 Tầng + thang máy, Đang khai thác tốt - 38 Tỷ",38 tỷ,100,m²,Đường Nguyễn Văn Mai,Phường Xuân Hòa,Hồ Chí Minh,2025-10-14,17102556,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,4m","24,5m",7,10,yes,yes,yes,yes,
"Căn góc 2 Mặt tiền Trần Não - Quận 2, 5.3x29m - 2 Tầng, Đang có HĐ thuê cao, 42 Tỷ",42 tỷ,150,m²,Đường Trần Não,Phường An Khánh,Hồ Chí Minh,2025-10-11,17473435,,Cần bán,40m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",29m,2,4,yes,yes,yes,yes,
